case_id,seq,label,date,name,code,tag_main,tag_sub,tag_full,g_ref,source,evidence
CASE-0290,290,성공,2020-12-02,키네마스터,139670,재료매매,기업 매각,재료매매/기업 매각,G6136,재료매매 5권 G6136 + KRX 실측,"최대주주 솔본의 경영권/지분 매각 추진(피매각). 상한가 H17,250 C17,250(+29.70%)·795억"
CASE-0291,291,성공,2020-12-02,솔본,035610,재료매매,기업 매각,재료매매/기업 매각,G6136,재료매매 5권 G6136 + KRX 실측,"자회사 키네마스터 지분 매각 주체. 장대양봉 H5,740 C5,250(+14.63%)·1,098억"
CASE-0292,292,성공,2021-06-09,하림,136480,재료매매,기업 매각,재료매매/기업 매각,G6142,재료매매 5권 G6142 + KRX 실측,"이스타항공 인수전 참여. 장대양봉 H4,295 C4,080(+22.34%)·4,145억"
CASE-0293,293,성공,2021-06-09,쌍방울,102280,재료매매,기업 매각,재료매매/기업 매각,G6142,재료매매 5권 G6142 + KRX 실측,"이스타항공 인수전 참여(대장). 상한가 H907 C907(+29.94%)·2,501억"
CASE-0294,294,성공,2022-04-26,페이퍼코리아,001020,재료매매,기업 매각,재료매매/기업 매각,G6148,재료매매 5권 G6148 + KRX 실측,"최대주주 지분 매각 추진. 점상한가 H3,025 C3,025(+29.83%)·701억"
CASE-0295,295,성공,2022-02-23,화성산업,002460,재료매매,경영권 분쟁,재료매매/경영권 분쟁,G6210,재료매매 5권 G6210 + KRX 실측,"경영권 분쟁(기타법인 대량 매집). 장대양봉 H24,500 C23,500(+17.21%)·399억(13,600→24,000)"
CASE-0296,296,성공,2019-12-23,한진칼,180640,재료매매,경영권 분쟁,재료매매/경영권 분쟁,G6222,재료매매 5권 G6222 + KRX 실측,"경영권 분쟁(조원태 vs 조현아·KCGI·반도건설 3자연합). 장대양봉 H46,750 C46,200(+20.00%)·4,211억"
CASE-0297,297,성공,2020-09-03,KMH,122450,재료매매,경영권 분쟁,재료매매/경영권 분쟁,G6240,재료매매 5권 G6240 + KRX 실측,"경영권 분쟁(키스톤PE 사모펀드 2대주주 등극). H12,550 C12,050(+24.74%)·1,156억"
CASE-0298,298,성공,2022-01-05,모다이노칩,080420,재료매매,행사 일정(CES),재료매매/행사 일정(CES),G6295,재료매매 5권 G6295 + KRX 실측,"CES 소니 전기차 진출 최대 수혜. 장대양봉 H4,380 C3,800(+9.99%)·376억. ※CASE-0257(2022-01-11)과 별개"
CASE-0299,299,성공,2021-03-04,덕성,004830,재료매매,정치 테마,재료매매/정치 테마,G6314,재료매매 6권 G6314 + KRX 실측,"윤석열 대선 지지율 테마. 상한가 H10,900 C10,900(+29.92%)·3,406억. ※CASE-0034/0044(2023·2024)와 별개"
CASE-0300,300,성공,2021-03-04,서연,007860,재료매매,정치 테마,재료매매/정치 테마,G6314,재료매매 6권 G6314 + KRX 실측,"윤석열 대선 지지율 테마. 상한가 H13,450 C13,450(+29.95%)·5,777억"
CASE-0301,301,성공,2021-03-25,깨끗한나라,004540,재료매매,정치 테마,재료매매/정치 테마,G6315,재료매매 6권 G6315 + KRX 실측,"윤석열 테마(사외이사 편입). 상한가 H5,530 C5,530(+29.96%)·942억"
CASE-0302,302,성공,2019-05-16,남선알미늄,008350,재료매매,정치 테마,재료매매/정치 테마,G6321,재료매매 6권 G6321 + KRX 실측,"이낙연 총리 대선후보 부각(대장). H4,120 C4,070(+28.39%)·3,375억. ※G6319 placeholder의 확정판"
CASE-0303,303,실패,2020-12-24,동신건설,025950,재료매매,정치 재판(재료 소멸),재료매매/정치 재판(재료 소멸),G6325,재료매매 6권 G6325 + KRX 실측,"이재명 테마 4연속 상한가 후 반전(설거지). 시가 상한가→종가 하한가 O66,800 H66,800 C36,000(-29.96%)·180억"
CASE-0304,304,성공,2020-09-21,에이텍,045660,재료매매,정치 재판,재료매매/정치 재판,G6341,재료매매 6권 G6341 + KRX 실측,"이재명 파기환송심 기대 매집→선고 전 매도. 재료일 C34,750(+0.43%)·정점 10-14 H39,800·D-1 매도 10-15 37,700"
CASE-0305,305,성공,2020-09-21,에이텍티앤,224110,재료매매,정치 재판,재료매매/정치 재판,G6341,재료매매 6권 G6341 + KRX 실측,"이재명 파기환송심 관련주. 재료일권·정점 10-13 H24,450·D-1 매도 10-15 22,650"
CASE-0306,306,실패,2020-11-06,국영지앤엠,006050,재료매매,정치 재판(재료 소멸),재료매매/정치 재판(재료 소멸),G6345,재료매매 6권 G6345 + KRX 실측,"김경수 여론조작 항소심 선고=재료 소멸. 정점~4,500(11-05)→선고 -21.04% C3,340·2,236억"
CASE-0307,307,실패,2020-11-06,한국컴퓨터,054040,재료매매,정치 재판(재료 소멸),재료매매/정치 재판(재료 소멸),G6345,재료매매 6권 G6345 + KRX 실측,"김경수 여론조작 선고=재료 소멸. 정점~3,800→선고 -24.19% C2,820·96억"
CASE-0308,308,성공,2022-02-21,TS트릴리온,317240,재료매매,정치 테마,재료매매/정치 테마,G6352,재료매매 6권 G6352 + KRX 실측,"이재명 단일화 결렬 반사이익. 장대양봉 H1,350 C1,240(+18.10%)·610억. ※CASE-0253(2022-01-05 탈모약)·0118과 별개"
CASE-0309,309,성공,2020-08-07,수산아이앤티,050960,재료매매,정치 인맥주,재료매매/정치 인맥주,G6367,재료매매 6권 G6367 + KRX 실측,"이재명 인맥 관련주. 상한가 H11,000 C11,000(+29.56%)·258억. ※마커 코드 147830은 오기(실 050960)"
CASE-0310,310,성공,2020-08-07,형지엘리트,093240,재료매매,정치 인맥주,재료매매/정치 인맥주,G6367,재료매매 6권 G6367 + KRX 실측,"이재명 인맥 관련주(재료 발생일, 완만 상승형→최고 6,300). H1,850 C1,775(+4.41%)·95억"
CASE-0311,311,성공,2020-11-02,진도,088790,재료매매,정치 인맥주,재료매매/정치 인맥주,G6373,재료매매 6권 G6373 + KRX 실측,"윤석열 인맥 관련주. 장대양봉 H4,935 C4,400(+9.45%)·1,068억"
CASE-0312,312,성공,2020-11-02,모베이스,101330,재료매매,정치 인맥주,재료매매/정치 인맥주,G6373,재료매매 6권 G6373 + KRX 실측,"윤석열 인맥 관련주(재료 발생일, 완만 상승형→최고 6,500). H3,355 C3,295(+5.95%)·31억"
CASE-0313,313,성공,2020-11-02,서연탑메탈,019770,재료매매,정치 인맥주,재료매매/정치 인맥주,G6374,재료매매 6권 G6374 + KRX 실측,"윤석열 인맥 관련주. 장대양봉 H7,340 C7,110(+21.54%)·982억"
CASE-0314,314,성공,2021-11-08,신원종합개발,017000,재료매매,정부 정책,재료매매/정부 정책,G6386,재료매매 6권 G6386 + KRX 실측,"윤석열 주택공급 공약(250만호) 대장. 상한가 H12,100 C12,100(+29.83%)·471억"
CASE-0315,315,성공,2022-04-04,화성밸브,039610,재료매매,정부 정책,재료매매/정부 정책,G6435,재료매매 6권 G6435 + KRX 실측,"서울시 상수관로 교체 대장. 장대양봉 H7,390 C7,100(+20.34%)·503억. ※마커 코드 010660은 오기(실 039610)"
CASE-0316,316,성공,2022-03-23,한신기계,011700,재료매매,정부 정책,재료매매/정부 정책,G6442,재료매매 6권 G6442 + KRX 실측,"친원전(탈원전 백지화) 정책. 상한가 H9,290 C9,290(+29.93%)·5,869억"
CASE-0317,317,성공,2022-03-24,줌인터넷,239340,재료매매,정부 정책,재료매매/정부 정책,G6447,재료매매 6권 G6447 + KRX 실측,"안철수 인수위 IT 정책 대장. 장대양봉 H7,630 C7,630(+10.90%)·609억"
CASE-0318,318,성공,2022-03-14,데이타솔루션,263800,재료매매,정부 정책,재료매매/정부 정책,G6448,재료매매 6권 G6448 + KRX 실측,"안철수 IT 정책 관련주(재료 부각일). H8,920 C7,720(+3.76%)·1,510억. ※CASE-0068/0171과 별개"
CASE-0319,319,성공,2022-03-14,대신정보통신,020180,재료매매,정부 정책,재료매매/정부 정책,G6450,재료매매 6권 G6450 + KRX 실측,"안철수 IT 정책 관련주. 장대양봉 H1,860 C1,670(+15.17%)·1,281억. ※CASE-0263(2022-01-21)과 별개"
CASE-0320,320,성공,2022-03-14,오픈베이스,049480,재료매매,정부 정책,재료매매/정부 정책,G6451,재료매매 6권 G6451 + KRX 실측,"안철수 IT 정책 관련주. H4,080 C3,805(+3.12%)·772억"
CASE-0321,321,성공,2022-03-11,디스플레이텍,066670,재료매매,정부 정책,재료매매/정부 정책,G6456,재료매매 6권 G6456 + KRX 실측,"윤석열 전기차 충전 인프라 확대 정책. 장대양봉 H8,080 C7,390(+9.81%)·542억"
CASE-0322,322,성공,2022-04-26,베셀,177350,재료매매,정부 정책,재료매매/정부 정책,G6458,재료매매 6권 G6458 + KRX 실측,"인수위 UAM 상용화 정책 대장. 상한가 H7,150 C7,150(+30.00%)·415억. ※CASE-0280(2022-02-16)·0131과 별개. 마커 코드 039290은 오기"
CASE-0323,323,성공,2022-05-02,파이버프로,368770,재료매매,정부 정책,재료매매/정부 정책,G6463,재료매매 6권 G6463 + KRX 실측,"인수위 UAM 상용화 관련주. 장대양봉 H6,140 C5,430(+13.84%)·1,777억"
CASE-0324,324,성공,2022-05-02,네온테크,306620,재료매매,정부 정책,재료매매/정부 정책,G6463,재료매매 6권 G6463 + KRX 실측,"인수위 UAM 릴레이(섹터 급등일, 파이버프로 동반). H4,760 C4,505(+3.80%)·614억"
CASE-0325,325,성공,2019-09-17,체시스,033250,재료매매,신선 재료(첫 발생),재료매매/신선 재료(첫 발생),G6484,재료매매 6권 G6484 + KRX 실측,"ASF 국내 첫 발생 대장(연속 상한가). 점상 H2,155(+29.82%)·11억→09-20 971억"
CASE-0326,326,성공,2019-09-17,이글벳,044960,재료매매,신선 재료(첫 발생),재료매매/신선 재료(첫 발생),G6494,재료매매 6권 G6494 + KRX 실측,"ASF 동물백신 관련주. 점상한가 H8,190 C8,190(+30.00%)·53억"
CASE-0327,327,성공,2019-09-17,제일바이오,052670,재료매매,신선 재료(첫 발생),재료매매/신선 재료(첫 발생),G6494,재료매매 6권 G6494 + KRX 실측,"ASF 관련주. 상한가 H5,410 C5,410(+29.89%)·267억"
CASE-0328,328,성공,2020-01-20,진원생명과학,011000,재료매매,신선 재료(첫 발생),재료매매/신선 재료(첫 발생),G6502,재료매매 6권 G6502 + KRX 실측,"코로나19 국내 첫 발생 백신/치료제. 상한가 H3,155 C3,155(+29.84%)·220억"
CASE-0329,329,성공,2020-01-20,웰크론,065950,재료매매,신선 재료(첫 발생),재료매매/신선 재료(첫 발생),G6502,재료매매 6권 G6502 + KRX 실측,"코로나19 마스크 관련주. 장대양봉 H4,945 C4,855(+23.22%)·1,741억"
CASE-0330,330,성공,2022-05-23,HK이노엔,195940,재료매매,신선 재료(첫 발생),재료매매/신선 재료(첫 발생),G6547,재료매매 6권 G6547 + KRX 실측,"원숭이두창 천연두 백신 관련주. 장대양봉 H52,300 C47,500(+17.43%)·4,426억"
CASE-0331,331,성공,2022-05-23,파미셀,005690,재료매매,신선 재료(첫 발생),재료매매/신선 재료(첫 발생),G6547,재료매매 6권 G6547 + KRX 실측,"원숭이두창 관련주. H16,300 C14,550(+8.18%)·2,450억. ※CASE-0267(2022-02-03)과 별개"
CASE-0332,332,성공,2022-05-23,미코바이오메드,214610,재료매매,신선 재료(첫 발생),재료매매/신선 재료(첫 발생),G6548,재료매매 6권 G6548 + KRX 실측,"원숭이두창 진단 관련주. 장대양봉 H8,020 C7,930(+14.93%)·71억. ※CASE-0108(2023-11-24)과 별개"
CASE-0333,333,성공,2022-05-23,녹십자엠에스,142280,재료매매,신선 재료(첫 발생),재료매매/신선 재료(첫 발생),G6548,재료매매 6권 G6548 + KRX 실측,"원숭이두창 진단/백신 관련주. 장대양봉 H9,040 C8,740(+25.57%)·1,268억. ※CASE-0269(2022-02-07)과 별개"
